salario,exp,educ,homem
600,44,12,1
1333.3333333333333,40,8,1
533.3333333333334,40,8,0
333.3333333333333,40,13,0
1466.6666666666667,45,16,0
320,4,15,0
1066.6666666666667,40,14,0
400,30,16,0
3000,36,17,0
166.66666666666666,32,16,0
2400,42,15,1
133.33333333333334,8,15,1
200,15,7,0
100,21,14,1
800,16,15,0
53.333333333333336,12,0,0
1666.6666666666667,40,15,1
933.3333333333334,45,17,1
600,45,17,1
266.6666666666667,25,18,1
933.3333333333334,30,15,0
1200,35,12,0
266.6666666666667,31,17,0
1000,44,17,1
1333.3333333333333,40,17,0
466.6666666666667,40,12,1
666.6666666666666,40,7,1
533.3333333333334,35,7,0
1906.6666666666667,48,17,1
200,8,3,0
533.3333333333334,44,12,0
600,21,17,1
266.6666666666667,40,7,0
400,12,15,1
106.66666666666667,9,7,1
800,45,11,1
666.6666666666666,45,8,1
666.6666666666666,45,12,1
666.6666666666666,45,11,0
400,16,12,1
1000,29,15,1
1000,40,15,1
633.3333333333334,40,15,0
1600,40,15,0
300,45,15,1
466.6666666666667,20,13,1
666.6666666666666,40,15,1
666.6666666666666,40,17,0
666.6666666666666,30,14,0
786.6666666666666,35,12,1
760,40,12,1
66.66666666666667,30,17,0
1000,40,12,1
253.33333333333334,38,7,1
1000,50,12,1
800,40,12,1
10,5,12,0
400,40,12,0
600,44,7,1
213.33333333333334,15,9,0
1420,48,17,1
466.6666666666667,37,15,1
1000,35,15,0
666.6666666666666,16,18,0
1233.3333333333333,17,17,0
600,30,9,1
866.6666666666666,36,10,0
400,36,15,0
80,8,12,1
833.3333333333334,40,15,1
666.6666666666666,19,19,0
786.6666666666666,40,15,1
986.6666666666666,40,17,0
70,40,12,1
1000,40,16,0
1100,36,13,0
933.3333333333334,40,15,0
666.6666666666666,44,9,1
560,20,13,0
533.3333333333334,3,11,1
1000,48,12,1
600,40,7,1
800,40,12,0
533.3333333333334,45,12,0
840,24,15,0
1133.3333333333333,45,16,0
666.6666666666666,15,19,1
700,33,9,1
766.6666666666666,32,17,1
800,32,17,1
1333.3333333333333,40,15,0
533.3333333333334,40,9,1
713.3333333333334,20,15,0
266.6666666666667,18,16,1
1133.3333333333333,50,17,1
800,40,12,1
646.6666666666666,8,12,1
502.2222395833333,45,10,1
600,45,7,1
600,21,7,0
666.6666666666666,8,12,0
1333.3333333333333,35,17,0
400,30,15,0
600,48,7,0
566.6666666666666,40,7,1
300,40,7,0
666.6666666666666,40,14,1
493.3333333333333,43,16,0
505.3333333333333,47,12,1
373.3333333333333,40,12,0
1666.6666666666667,40,12,0
533.3333333333334,40,12,0
1000,35,15,0
1333.3333333333333,45,16,0
505.3333333333333,45,13,0
266.6666666666667,42,14,1
666.6666666666666,48,14,0
1376.6666666666667,40,15,1
846.6666666666666,44,13,0
1000,40,17,1
873.3333333333334,45,9,1
606.6666666666666,45,12,1
600,40,12,1
1000,44,15,0
1333.3333333333333,40,15,1
333.3333333333333,12,13,1
1000,40,12,1
1200,40,12,0
413.3333333333333,40,12,0
773.3333333333334,45,9,0
1000,38,17,0
366.6666666666667,28,11,1
80,9,12,1
400,50,8,1
1366.6666666666667,40,12,1
466.6666666666667,36,12,0
666.6666666666666,45,15,0
226.66666666666666,25,14,1
853.3333333333334,40,14,0
766.6666666666666,24,19,0
826.6666666666666,40,19,1
1333.3333333333333,35,12,0
1000,48,12,1
600,42,15,0
666.6666666666666,40,17,0
226.66666666666666,30,17,1
266.6666666666667,40,15,1
855.5555729166666,40,12,1
666.6666666666666,17,15,1
1000,36,14,1
160,18,9,1
900,45,17,0
370,45,17,0
933.3333333333334,40,12,0
300,30,7,1
666.6666666666666,25,16,0
33.333333333333336,48,17,0
666.6666666666666,48,15,1
400,20,12,1
1000,50,17,0
600,40,17,1
800,34,13,1
800,30,19,0
1100,24,17,0
153.33333333333334,20,12,0
1077.7778125,45,17,0
1227.7778125,36,17,0
1133.3333333333333,6,17,1
666.6666666666666,35,18,0
500,14,19,1
1011.1111458333334,36,13,0
1000,46,10,1
266.6666666666667,45,12,0
733.3333333333334,40,14,0
400,40,12,1
666.6666666666666,40,12,1
326.6666666666667,20,17,0
1200,9,7,0
500,40,12,0
400,9,12,0
333.3333333333333,20,12,1
346.6666666666667,18,12,0
766.6666666666666,45,12,1
666.6666666666666,48,15,0
466.6666666666667,45,12,1
933.3333333333334,30,19,1
133.33333333333334,33,12,0
866.6666666666666,32,14,0
866.6666666666666,40,16,1
1200,44,10,0
533.3333333333334,30,17,0
400,40,12,0
1000,36,12,0
133.33333333333334,20,16,0
1280,30,17,1
666.6666666666666,40,17,0
666.6666666666666,40,17,1
866.6666666666666,30,17,1
1444.4444791666667,50,17,0
1072.2221875,45,17,0
400,36,14,1
826.6666666666666,50,13,1
1133.3333333333333,24,9,0
600,23,7,0
600,36,7,0
600,22,15,0
1000,34,17,0
240,18,11,1
1133.3333333333333,48,12,1
866.6666666666666,45,12,0
533.3333333333334,40,17,1
633.3333333333334,45,12,1
200,30,17,1
300,30,17,1
333.3333333333333,30,14,0
866.6666666666666,30,17,1
766.6666666666666,30,17,1
333.3333333333333,24,17,0
533.3333333333334,3,7,1
800,21,17,0
666.6666666666666,40,11,1
733.3333333333334,40,12,1
666.6666666666666,40,7,1
1066.6666666666667,40,15,0
1300,40,17,1
877.7778125,40,17,0
666.6666666666666,45,17,1
1333.3333333333333,45,15,0
2000,48,15,1
680,39,12,1
180,30,12,0
1333.3333333333333,28,9,1
213.33333333333334,44,7,1
580,40,15,1
533.3333333333334,30,16,1
533.3333333333334,30,12,1
1000,40,17,0
577.7777604166666,45,12,1
2373.3333333333335,49,17,1
1000,40,7,1
540,40,15,0
1120,40,15,1
566.6666666666666,44,7,1
666.6666666666666,30,15,0
600,50,12,0
2666.6666666666665,45,8,0
433.3333333333333,39,7,1
500,4,7,0
466.6666666666667,30,10,1
80,8,13,0
1033.3333333333333,40,13,1
2000,35,17,0
53.333333333333336,4,15,0
866.6666666666666,48,17,1
1333.3333333333333,40,17,1
400,35,7,1
533.3333333333334,44,12,0
1866.6666666666667,36,15,0
533.3333333333334,30,15,1
40,12,7,0
433.3333333333333,45,14,0
393.3333333333333,12,17,1
2000,30,17,1
1066.6666666666667,45,12,1
166.66666666666666,40,12,1
533.3333333333334,40,16,1
733.3333333333334,48,15,1
33.333333333333336,5,9,1
1040,42,15,1
120,20,17,1
1333.3333333333333,39,17,0
400,25,15,0
333.3333333333333,20,15,0
1000,40,15,1
400,40,15,1
400,12,15,1
133.33333333333334,16,14,1
1666.6666666666667,20,15,1
200,8,17,1
733.3333333333334,40,17,0
400,10,12,0
400,42,14,1
433.3333333333333,40,14,0
600,50,11,0
666.6666666666666,50,17,1
1344.4444791666667,35,15,0
333.3333333333333,40,16,1
1120,40,17,1
1666.6666666666667,40,14,0
433.3333333333333,40,13,1
2000,32,13,1
800,32,13,1
166.66666666666666,8,12,0
1388.8888541666668,30,17,1
666.6666666666666,45,13,1
866.6666666666666,40,12,1
1000,35,15,0
1133.3333333333333,35,17,0
1166.6666666666667,40,17,0
1333.3333333333333,40,19,0
1000,40,17,1
1000,40,15,0
800,40,12,1
633.3333333333334,40,14,1
266.6666666666667,24,14,0
540,40,17,0
1000,40,15,0
633.3333333333334,46,12,1
1333.3333333333333,48,15,0
1466.6666666666667,40,17,1
733.3333333333334,40,19,1
371.1111197916667,37,19,1
2000,40,17,1
563.3333333333334,48,9,1
1133.3333333333333,36,8,0
400,36,9,0
1000,36,12,0
726.6666666666666,50,11,1
466.6666666666667,48,15,1
160,12,10,1
1376.6666666666667,35,15,0
655.5555729166666,40,17,0
435.555546875,40,17,1
866.6666666666666,40,17,1
833.3333333333334,40,16,0
1000,45,17,1
213.33333333333334,40,12,1
650,40,17,0
1033.3333333333333,42,16,1
433.3333333333333,30,14,0
433.3333333333333,40,15,1
866.6666666666666,21,12,0
64,8,7,1
1000,40,12,1
866.6666666666666,45,17,1
866.6666666666666,45,17,0
1000,35,12,0
866.6666666666666,35,17,0
800,50,7,0
1333.3333333333333,48,12,1
500,30,15,0
666.6666666666666,48,15,0
1866.6666666666667,45,17,0
777.7777604166666,39,17,0
666.6666666666666,48,17,1
866.6666666666666,48,19,1
1200,38,13,0
1066.6666666666667,38,14,0
120,9,17,1
1666.6666666666667,30,15,0
433.3333333333333,20,16,0
900,21,15,1
1200,36,15,1
1000,50,7,0
1000,48,13,1
800,48,7,1
866.6666666666666,35,17,0
1666.6666666666667,40,17,0
866.6666666666666,45,15,1
1066.6666666666667,48,12,0
373.3333333333333,30,12,1
666.6666666666666,39,17,0
1333.3333333333333,40,1,0
333.3333333333333,48,12,1
166.66666666666666,24,12,0
400,44,9,0
420,36,17,0
855.5555729166666,25,15,1
466.6666666666667,40,14,1
600,40,17,1
377.7777864583333,40,12,0
466.6666666666667,48,15,0
666.6666666666666,24,12,0
1000,45,15,0
1200,45,15,1
800,48,10,0
1200,25,15,1
600,45,7,0
666.6666666666666,44,7,0
1200,40,15,1
1000,50,14,0
600,28,17,0
800,40,12,1
733.3333333333334,40,14,1
533.3333333333334,45,12,0
666.6666666666666,48,12,0
933.3333333333334,46,19,0
1733.3333333333333,38,18,1
866.6666666666666,30,17,0
866.6666666666666,30,17,1
1333.3333333333333,48,17,0
400,48,14,0
933.3333333333334,40,12,0
266.6666666666667,46,10,0
1666.6666666666667,46,13,1
1666.6666666666667,46,13,0
1000,45,17,1
600,40,17,1
1327.7777083333333,50,15,1
772.2222395833334,16,15,1
577.7777604166666,30,13,1
833.3333333333334,40,17,1
1400,40,12,0
360,40,9,0
666.6666666666666,45,8,0
866.6666666666666,45,12,0
1133.3333333333333,45,12,0
933.3333333333334,48,15,0
600,40,17,1
933.3333333333334,45,12,1
933.3333333333334,45,12,1
933.3333333333334,45,17,0
66.66666666666667,48,15,1
1000,40,17,1
666.6666666666666,45,11,1
353.3333333333333,12,15,1
2533.3333333333335,48,19,1
286.6666666666667,20,5,0
1444.4444791666667,40,15,0
583.3333333333334,40,17,0
333.3333333333333,40,13,1
533.3333333333334,44,12,0
1733.3333333333333,45,15,1
540,25,15,0
433.3333333333333,40,13,0
533.3333333333334,42,15,1
600,15,15,0
1333.3333333333333,18,12,0
1233.3333333333333,36,12,0
1100,36,15,0
53.333333333333336,6,14,1
533.3333333333334,30,12,1
472.2222395833333,14,13,1
733.3333333333334,48,12,0
166.66666666666666,20,12,0
2333.3333333333335,40,15,0
166.66666666666666,40,12,1
666.6666666666666,40,10,0
533.3333333333334,45,15,1
133.33333333333334,12,17,0
666.6666666666666,40,12,1
400,34,11,1
861.11109375,40,15,0
722.2222395833334,35,17,0
866.6666666666666,44,7,0
500,50,12,0
253.33333333333334,16,7,1
1033.3333333333333,27,12,0
800,40,12,1
933.3333333333334,44,7,0
413.3333333333333,36,7,1
66.66666666666667,30,15,1
1200,40,12,1
1000,48,14,0
1533.3333333333333,45,12,1
1000,48,7,0
1000,48,7,0
880,48,12,0
722.2222395833334,45,14,0
866.6666666666666,45,17,0
1000,45,12,0
400,30,14,0
1066.6666666666667,40,12,0
1200,40,15,0
300,30,7,1
1000,40,17,1
646.6666666666666,30,17,0
1640,50,7,0
1000,40,15,0
600,40,17,0
671.6666666666666,40,15,1
346.6666666666667,18,17,0
166.66666666666666,26,13,0
1333.3333333333333,43,17,0
533.3333333333334,40,12,1
194.66666666666666,29,13,1
1000,39,19,0
1200,32,19,1
1000,36,17,1
1200,24,17,1
1133.3333333333333,47,17,0
866.6666666666666,40,17,1
933.3333333333334,48,12,1
1000,40,19,0
733.3333333333334,44,19,1
1066.6666666666667,45,12,0
866.6666666666666,38,15,0
666.6666666666666,45,0,1
101.80666666666667,4,14,1
733.3333333333334,30,9,0
533.3333333333334,50,12,0
666.6666666666666,40,20,1
366.6666666666667,32,12,0
1200,40,12,0
300,30,12,1
806.6666666666666,35,12,1
722.2222395833334,40,13,1
533.3333333333334,48,7,1
666.6666666666666,45,13,1
466.6666666666667,35,12,0
933.3333333333334,4,12,1
1133.3333333333333,40,17,1
666.6666666666666,35,12,1
366.6666666666667,27,12,1
920,40,16,1
1000,28,17,0
666.6666666666666,44,17,0
213.33333333333334,48,15,1
346.6666666666667,48,14,1
400,18,12,0
500,30,17,0
2333.3333333333335,45,17,1
666.6666666666666,40,17,0
1533.3333333333333,14,14,1
333.3333333333333,12,15,0
306.6666666666667,40,12,1
200,36,7,0
800,30,14,1
1333.3333333333333,50,15,1
2666.6666666666665,48,17,1
333.3333333333333,36,17,1
400,30,12,1
1333.3333333333333,48,15,0
955.5555208333334,33,17,1
1200,44,17,0
333.3333333333333,24,17,0
1200,37,15,1
533.3333333333334,36,12,0
666.6666666666666,45,15,1
53.333333333333336,1,13,0
533.3333333333334,35,12,1
1000,40,12,1
666.6666666666666,40,17,1
600,30,13,0
733.3333333333334,45,11,1
1000,50,17,1
655.5555729166666,40,17,0
700,30,14,1
800,30,14,0
1066.6666666666667,40,15,0
1333.3333333333333,45,12,0
333.3333333333333,30,17,1
933.3333333333334,50,17,0
1533.3333333333333,24,15,0
1133.3333333333333,36,17,1
1333.3333333333333,40,15,0
666.6666666666666,38,12,0
1873.3333333333333,40,12,0
400,33,12,0
1200,45,12,0
1066.6666666666667,40,16,1
1037.7778125,48,17,1
1333.3333333333333,48,15,0
666.6666666666666,20,11,0
666.6666666666666,6,15,0
944.4444791666666,36,17,1
873.3333333333334,20,17,1
1000,48,7,0
1066.6666666666667,40,15,1
752.2222395833334,40,15,0
1083.3333333333333,40,17,1
800,38,15,1
520,50,10,0
1333.3333333333333,40,12,0
600,50,15,1
666.6666666666666,40,12,0
533.3333333333334,21,15,1
733.3333333333334,48,12,1
466.6666666666667,26,17,0
1200,40,17,0
1000,40,16,0
1200,30,20,0
1000,40,12,1
533.3333333333334,38,15,1
2666.6666666666665,30,17,1
400,48,17,0
1000,32,15,1
1000,40,12,0
1000,50,17,1
1000,42,15,0
1000,48,12,0
1000,40,17,1
1000,38,7,0
1000,40,15,0
1000,45,17,0
1000,40,17,0
1000,28,12,1
1000,40,13,0
1000,40,12,0
1000,40,12,0
666.6666666666666,30,15,0
1000,40,12,1
1333.3333333333333,42,15,1
400,30,14,0
1866.6666666666667,40,17,1
380,18,12,1
600,40,12,1
1083.3333333333333,45,12,1
1083.3333333333333,45,7,0
1666.6666666666667,50,12,0
455.5555729166667,45,17,0
1416.6666666666667,45,17,0
666.6666666666666,40,12,0
400,20,17,1
146.66666666666666,21,10,0
1011.1111458333334,40,17,1
1200,35,17,1
800,40,17,0
1000,40,15,1
2000,48,12,0
722.2222395833334,40,12,0
666.6666666666666,40,11,1
733.3333333333334,45,12,1
283.3333333333333,40,7,0
1000,36,12,1
333.3333333333333,48,17,1
900,46,17,0
966.6666666666666,30,17,0
733.3333333333334,38,12,1
800,40,15,0
2000,50,17,1
333.3333333333333,45,17,0
93.33333333333333,20,14,1
666.6666666666666,48,7,1
1333.3333333333333,40,15,1
1333.3333333333333,40,15,0
2266.6666666666665,50,12,1
1586.6666666666667,35,17,0
1333.3333333333333,45,16,0
1333.3333333333333,39,18,1
553.3333333333334,40,12,0
1300,29,15,1
666.6666666666666,36,12,1
1033.3333333333333,39,12,0
433.3333333333333,35,12,0
2093.3333333333335,47,17,0
666.6666666666666,25,12,1
266.6666666666667,20,12,0
666.6666666666666,35,17,1
1533.3333333333333,40,17,1
666.6666666666666,40,12,0
666.6666666666666,40,12,1
2000,30,15,0
666.6666666666666,15,17,0
966.6666666666666,25,17,0
933.3333333333334,20,15,1
333.3333333333333,3,16,0
1033.3333333333333,45,14,1
700,35,15,1
1033.3333333333333,40,12,1
1033.3333333333333,48,9,0
800,16,8,0
933.3333333333334,40,14,1
533.3333333333334,34,7,0
666.6666666666666,32,17,1
1333.3333333333333,40,15,0
733.3333333333334,40,13,0
1200,40,14,0
646.6666666666666,29,17,1
666.6666666666666,40,14,0
722.2222395833334,40,15,1
80,5,14,1
933.3333333333334,40,17,0
260,40,12,1
733.3333333333334,5,12,0
333.3333333333333,15,12,1
666.6666666666666,35,17,1
400,13,12,1
2666.6666666666665,45,17,0
1400,40,12,1
1200,45,16,0
2000,48,7,1
386.6666666666667,32,0,1
866.6666666666666,46,12,0
566.6666666666666,30,12,0
600,38,13,0
666.6666666666666,40,15,0
866.6666666666666,40,15,0
2000,30,12,1
1000,32,17,0
800,24,17,0
573.3333333333334,21,12,1
866.6666666666666,40,12,0
786.6666666666666,45,7,0
986.6666666666666,36,17,1
1053.3333333333333,45,17,0
400,50,13,0
1000,45,17,0
1433.3333333333333,42,15,1
533.3333333333334,40,15,0
833.3333333333334,40,14,1
813.3333333333334,48,15,0
593.3333333333334,48,15,1
1077.7778125,40,16,0
2000,40,14,0
206.66666666666666,20,14,1
600,8,17,0
1400,40,12,1
600,20,15,0
1293.3333333333333,40,19,0
600,30,14,1
2333.3333333333335,40,17,0
533.3333333333334,30,17,1
1666.6666666666667,40,12,0
1200,40,17,1
1066.6666666666667,35,15,1
1066.6666666666667,40,17,0
433.3333333333333,36,15,1
466.6666666666667,44,15,0
966.6666666666666,40,17,1
570.5555729166666,30,15,0
666.6666666666666,45,12,0
80,40,17,1
800,29,15,0
1200,40,17,0
1333.3333333333333,43,7,1
1333.3333333333333,45,12,0
2000,40,15,0
533.3333333333334,25,17,1
400,40,10,0
1066.6666666666667,35,7,0
400,30,15,0
2000,40,15,1
755.5555729166666,9,17,1
755.5555729166666,45,17,1
266.6666666666667,20,14,1
362.2222135416667,20,17,0
1066.6666666666667,45,17,0
453.3333333333333,10,15,0
580,40,15,1
533.3333333333334,40,12,1
666.6666666666666,50,15,0
1020,30,15,0
366.6666666666667,18,12,1
2000,30,15,0
1333.3333333333333,36,15,0
1061.1111458333332,33,17,0
1200,40,12,1
1666.6666666666667,40,15,0
800,40,15,1
633.3333333333334,32,15,1
1083.3333333333333,35,14,0
1066.6666666666667,48,12,0
400,48,12,0
1000,45,15,0
1497.7778125,45,13,0
491.11109375,48,15,1
535.1,35,15,1
353.3333333333333,20,15,0
1000,45,12,0
533.3333333333334,32,12,1
1733.3333333333333,35,17,0
33.333333333333336,40,17,1
1333.3333333333333,45,16,1
800,40,7,1
1333.3333333333333,35,12,1
1000,35,12,0
566.6666666666666,15,15,0
1093.3333333333333,40,15,1
1333.3333333333333,36,12,0
897.7777083333333,36,15,1
583.3333333333334,40,17,0
433.3333333333333,44,7,0
1200,35,17,1
866.6666666666666,40,16,1
866.6666666666666,40,14,0
666.6666666666666,40,17,0
1933.3333333333333,25,17,0
566.6666666666666,9,15,1
133.33333333333334,5,12,0
866.6666666666666,40,12,1
566.6666666666666,40,12,1
1733.3333333333333,46,19,0
1000,40,19,1
533.3333333333334,30,7,1
600,25,14,0
1651.6666666666667,40,19,1
985.555625,40,19,1
800,44,12,1
800,44,11,1
866.6666666666666,20,15,0
600,35,17,1
766.6666666666666,40,17,0
544.4444270833334,39,17,1
1100,36,15,1
1800,44,17,1
1166.6666666666667,36,15,0
1333.3333333333333,35,15,0
1333.3333333333333,35,15,0
433.3333333333333,18,9,1
1333.3333333333333,40,17,1
711.11109375,41,17,0
486.6666666666667,45,13,0
433.3333333333333,30,15,0
533.3333333333334,30,13,1
666.6666666666666,16,12,0
2388.8889583333334,40,15,0
410,40,12,1
66.66666666666667,20,12,1
2127.7777083333335,40,17,0
2000,44,19,0
800,20,19,0
566.6666666666666,30,12,1
1211.1111458333332,40,17,0
1361.1111458333332,40,17,0
333.3333333333333,6,14,0
2333.3333333333335,25,17,0
1155.5555208333333,35,15,0
650,30,17,0
533.3333333333334,18,12,0
1120,40,17,0
1133.3333333333333,40,17,1
326.6666666666667,40,17,1
1600,32,12,1
666.6666666666666,50,15,1
533.3333333333334,40,15,1
2333.3333333333335,50,17,0
540,40,15,1
1486.6666666666667,40,10,1
1666.6666666666667,45,12,0
2333.3333333333335,36,17,1
266.6666666666667,18,12,0
333.3333333333333,40,12,0
463.3333333333333,33,12,1
320,6,17,1
2294.4445833333334,24,12,1
794.4444270833334,40,12,0
777.7777604166666,40,12,1
906.6666666666666,43,17,1
1133.3333333333333,40,10,1
1133.3333333333333,36,14,1
1133.3333333333333,42,12,1
1133.3333333333333,50,17,1
1133.3333333333333,45,17,0
2000,38,15,0
133.33333333333334,12,17,1
533.3333333333334,30,17,1
1000,35,14,1
200,20,15,1
1533.3333333333333,45,12,0
400,16,12,0
733.3333333333334,4,12,0
2000,3,17,0
666.6666666666666,38,17,0
933.3333333333334,48,15,0
466.6666666666667,40,12,0
2000,45,17,0
2000,50,16,1
56.666666666666664,37,13,1
666.6666666666666,48,12,0
1333.3333333333333,30,12,1
1333.3333333333333,25,13,0
666.6666666666666,50,12,1
533.3333333333334,50,12,0
666.6666666666666,40,15,1
533.3333333333334,20,14,1
766.6666666666666,36,17,1
520,48,12,1
845.3333333333334,41,15,1
780,36,15,1
533.3333333333334,35,12,1
1000,40,15,1
1066.6666666666667,50,12,1
1293.3333333333333,40,17,1
1900,35,14,1
1666.6666666666667,40,17,1
466.6666666666667,36,15,1
1333.3333333333333,40,19,0
333.3333333333333,24,17,0
1000,40,12,1
1333.3333333333333,41,15,1
566.6666666666666,24,14,0
1666.6666666666667,40,12,0
600,48,12,1
1666.6666666666667,40,15,1
1333.3333333333333,45,16,1
800,38,15,0
1000,35,12,0
1266.6666666666667,30,17,0
883.3333333333334,22,19,0
1066.6666666666667,40,19,0
518.3333333333334,34,15,0
870,40,14,1
1800,40,19,1
2400,30,17,1
666.6666666666666,40,15,1
266.6666666666667,16,17,1
1166.6666666666667,32,17,0
666.6666666666666,38,16,1
540,30,17,0
1333.3333333333333,40,16,1
1333.3333333333333,40,14,0
1333.3333333333333,48,17,1
1444.4444791666667,45,15,0
466.6666666666667,40,14,0
2000,48,17,1
1006.6666666666666,40,12,0
1333.3333333333333,30,15,0
1266.6666666666667,40,12,1
213.33333333333334,12,15,0
1173.3333333333333,20,12,0
333.3333333333333,40,12,1
1346.6666666666667,45,12,0
666.6666666666666,43,14,0
566.6666666666666,33,12,0
1000,20,12,0
1166.6666666666667,50,17,0
666.6666666666666,40,17,1
2566.6666666666665,45,17,1
266.6666666666667,40,7,0
733.3333333333334,30,17,0
1333.3333333333333,40,17,0
800,40,14,1
2000,40,17,0
933.3333333333334,40,12,1
1066.6666666666667,40,17,0
415.555546875,11,17,0
530.6666666666666,13,12,1
1333.3333333333333,40,7,1
666.6666666666666,40,17,1
733.3333333333334,45,12,0
1666.6666666666667,32,8,0
1372.2221875,40,13,0
477.7777604166667,40,12,0
783.3333333333334,36,13,0
533.3333333333334,35,17,0
213.33333333333334,10,15,1
1333.3333333333333,32,17,1
2666.6666666666665,50,17,1
773.3333333333334,45,17,1
1333.3333333333333,40,13,0
1333.3333333333333,38,12,0
833.3333333333334,40,12,1
853.3333333333334,40,12,1
1077.7778125,40,12,0
1200,40,17,1
800,35,12,1
800,45,12,1
600,45,15,1
1066.6666666666667,45,15,0
1066.6666666666667,50,19,1
1666.6666666666667,50,19,0
466.6666666666667,48,15,0
400,15,10,0
1200,45,17,1
1200,30,17,1
733.3333333333334,40,17,1
1200,40,17,0
1200,48,15,1
1200,38,14,1
1000,49,17,0
1200,40,15,1
666.6666666666666,40,17,0
1000,40,12,0
1000,43,15,0
853.3333333333334,20,15,0
2000,18,15,0
2000,40,15,0
750,40,17,0
811.11109375,40,17,1
2000,40,15,1
866.6666666666666,50,15,0
866.6666666666666,40,17,0
1666.6666666666667,40,17,0
1666.6666666666667,40,17,0
933.3333333333334,48,17,0
1333.3333333333333,38,17,1
644.4444270833334,46,17,0
1444.4444791666667,45,17,0
1200,49,17,0
506.6666666666667,45,13,0
1000,40,17,1
1133.3333333333333,40,17,0
1133.3333333333333,40,17,0
1333.3333333333333,24,12,0
333.3333333333333,16,12,0
1333.3333333333333,40,12,1
333.3333333333333,40,12,0
1200,40,17,0
2000,50,19,0
1333.3333333333333,40,17,0
66.66666666666667,20,16,1
1000,45,12,0
666.6666666666666,45,12,0
1222.2221875,40,12,1
1222.2221875,35,17,1
466.6666666666667,40,14,0
1226.6666666666667,35,19,1
1444.4444791666667,40,12,0
1300,37,15,0
780,39,17,1
866.6666666666666,40,12,1
566.6666666666666,24,17,1
1333.3333333333333,33,17,1
1000,45,17,0
66.66666666666667,23,15,0
2133.3333333333335,50,16,1
933.3333333333334,40,15,1
1466.6666666666667,26,17,1
533.3333333333334,36,12,0
213.33333333333334,40,12,0
1000,6,17,1
2333.3333333333335,40,17,0
1666.6666666666667,30,17,0
1666.6666666666667,40,17,1
733.3333333333334,40,4,0
1733.3333333333333,43,17,1
533.3333333333334,38,15,0
280,20,17,1
1666.6666666666667,47,17,0
666.6666666666666,30,17,0
1133.3333333333333,27,13,1
1133.3333333333333,48,17,1
1000,44,12,0
160,20,12,0
1873.3333333333333,35,12,1
1244.4444791666667,40,17,1
1244.4444791666667,45,17,1
466.6666666666667,24,17,1
1133.3333333333333,40,17,1
600,19,9,1
800,40,17,0
400,36,12,1
733.3333333333334,45,12,1
593.3333333333334,8,12,0
233.33333333333334,9,17,0
400,40,17,1
666.6666666666666,40,15,1
1120,34,17,0
453.3333333333333,32,14,1
2000,25,12,0
333.3333333333333,33,14,1
1333.3333333333333,40,19,0
1666.6666666666667,21,15,1
1000,40,17,1
666.6666666666666,40,17,1
333.3333333333333,45,17,0
1266.6666666666667,45,15,0
866.6666666666666,45,17,0
400,36,15,0
2000,30,17,0
1200,40,14,1
1666.6666666666667,40,12,1
1200,40,12,0
1666.6666666666667,30,15,0
1033.3333333333333,35,17,1
426.6666666666667,40,16,0
466.6666666666667,40,8,1
1066.6666666666667,40,15,0
933.3333333333334,40,17,0
1266.6666666666667,45,19,1
1266.6666666666667,45,17,0
1333.3333333333333,24,17,0
866.6666666666666,36,15,0
333.3333333333333,48,12,1
2333.3333333333335,40,15,1
226.66666666666666,10,15,0
666.6666666666666,40,17,1
3000,46,17,1
1333.3333333333333,37,15,1
66.66666666666667,6,12,1
800,48,7,1
800,48,15,1
1200,50,14,0
733.3333333333334,30,13,1
666.6666666666666,30,17,0
1333.3333333333333,48,12,1
533.3333333333334,40,12,0
133.33333333333334,7,15,0
600,26,17,1
566.6666666666666,35,12,1
1466.6666666666667,35,17,1
666.6666666666666,35,17,0
1333.3333333333333,36,12,0
466.6666666666667,17,17,0
722.2222395833334,40,17,1
1333.3333333333333,32,17,0
1100,32,17,0
1600,40,17,0
1600,40,14,0
1133.3333333333333,40,17,0
600,40,17,1
933.3333333333334,45,12,0
2000,48,17,1
1066.6666666666667,31,12,1
733.3333333333334,24,17,1
1666.6666666666667,40,17,0
1200,30,12,0
1200,36,17,1
400,20,15,1
1066.6666666666667,45,17,1
1600,48,17,1
1233.3333333333333,40,17,0
1666.6666666666667,40,17,1
666.6666666666666,20,17,1
722.2222395833334,15,17,1
1294.4444791666667,45,17,1
2100,34,17,0
2666.6666666666665,30,16,1
1333.3333333333333,24,15,0
666.6666666666666,35,14,1
1333.3333333333333,25,7,0
1400,48,12,1
666.6666666666666,41,13,1
1200,20,12,0
666.6666666666666,12,12,1
833.3333333333334,24,15,0
800,35,15,0
1333.3333333333333,40,17,0
1000,30,14,0
1333.3333333333333,40,15,1
466.6666666666667,23,15,1
1733.3333333333333,44,17,0
1333.3333333333333,40,19,1
400,50,15,1
1200,38,17,0
1000,37,17,1
333.3333333333333,21,16,1
246.66666666666666,44,15,0
666.6666666666666,34,17,0
1066.6666666666667,45,12,1
1000,45,15,1
666.6666666666666,44,11,1
1400,44,12,1
666.6666666666666,30,17,1
600,50,12,0
1133.3333333333333,25,19,1
1133.3333333333333,40,9,1
1733.3333333333333,46,17,0
666.6666666666666,40,17,0
800,18,12,0
900,48,12,0
533.3333333333334,25,17,0
533.3333333333334,30,17,0
866.6666666666666,40,14,1
